clip_name,start_time,end_time,label_0,label_1
compacttv_2022_01_17_HU1GFKcRV70_263,171.57,217.266,1,1
compacttv_2022_01_17_HU1GFKcRV70_264,217.266,231.08,0,0
compacttv_2022_01_17_HU1GFKcRV70_265,231.08,288.06,1,1
compacttv_2022_01_17_HU1GFKcRV70_266,288.06,318.32,0,0
compacttv_2022_01_17_HU1GFKcRV70_267,318.33,337.466,1,1
compacttv_2022_01_17_HU1GFKcRV70_268,337.466,352.88,2,5
compacttv_2022_01_17_HU1GFKcRV70_269,353.03,379.08,1,1
compacttv_2022_01_17_HU1GFKcRV70_270,397.18,403.8,1,1
compacttv_2022_01_19__PFsywDqSYs_271,70.833,96.766,0,0
compacttv_2022_01_19__PFsywDqSYs_272,96.85,112.447,1,1
compacttv_2022_01_19__PFsywDqSYs_273,112.447,127.2,2,5
compacttv_2022_01_19__PFsywDqSYs_274,127.32,143.04,1,1
compacttv_2022_01_19__PFsywDqSYs_275,143.04,157.74,2,4
compacttv_2022_01_19__PFsywDqSYs_276,157.74,172.28,1,1
compacttv_2022_01_19__PFsywDqSYs_277,172.28,184.44,2,5
compacttv_2022_01_19__PFsywDqSYs_278,184.459,197.86,1,1
compacttv_2022_01_19__PFsywDqSYs_279,197.87,222.24,0,0
compacttv_2022_01_19__PFsywDqSYs_280,222.25,233.06,1,1
compacttv_2022_01_19__PFsywDqSYs_281,241.19,255.04,2,4
compacttv_2022_01_19__PFsywDqSYs_282,255.26,270.466,2,4
compacttv_2022_01_19__PFsywDqSYs_283,271.09,286.22,2,4
compacttv_2022_01_20_HEdDHMVfJxM_284,41.68,69.05,0,0
compacttv_2022_01_20_HEdDHMVfJxM_285,549.466,584.19,0,0
compacttv_2022_01_20_HEdDHMVfJxM_286,584.2,636.207,2,5
compacttv_2022_01_25_T5uY4pYjydI_287,80.3,107.566,0,0
compacttv_2022_01_25_T5uY4pYjydI_288,107.566,282.566,1,1
compacttv_2022_01_25_T5uY4pYjydI_289,282.576,331.033,0,0
compacttv_2022_01_14_84f5Cfl1VPo_290,361.4,389.0,0,0
compacttv_2022_01_14_84f5Cfl1VPo_291,398.01,411.0,2,4
compacttv_2022_01_14_84f5Cfl1VPo_292,411.02,425.09,2,4
compacttv_2022_01_14_84f5Cfl1VPo_293,425.09,457.4,2,4
compacttv_2022_01_14_84f5Cfl1VPo_294,460.07,473.1,2,4
compacttv_2022_01_14_84f5Cfl1VPo_295,473.13,497.77,2,4
compacttv_2022_01_31_QFNlmMBLwK0_296,758.9,782.21,0,0
compacttv_2022_01_31_QFNlmMBLwK0_297,782.79,797.0,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_1,1.579,29.7,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_2,30.92,47.42,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_3,48.44,55.32,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_4,56.64,83.46,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_5,83.979,86.72,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_6,88.68,108.24,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_7,109.2,136.4,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_8,137.18,212.2,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_9,212.54,262.56,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_10,264.58,376.96,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_11,377.74,392.56,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_12,397.94,436.1,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_13,436.97,455.46,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_14,458.5,523.26,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_15,524.52,534.24,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_16,538.36,569.48,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_17,569.48,634.69,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_18,634.7,650.2,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_19,650.2,702.12,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_20,702.7,722.48,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_21,722.78,749.58,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_22,749.72,812.98,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_23,813.26,832.76,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_24,849.72,913.12,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_25,913.14,913.8,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_26,913.9,922.36,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_27,922.38,923.4,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_28,923.62,941.32,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_29,941.48,949.665,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_30,949.7,950.125,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_31,950.17,967.42,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_32,975.48,984.46,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_33,985.7,986.82,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_34,987.42,988.02,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_35,988.8,997.34,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_36,998.16,1005.58,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_37,1005.78,1007.88,1,1
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_38,1007.98,1014.38,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_39,1034.72,1042.359,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_40,1043.899,1054.08,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_41,1055.16,1058.14,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_42,1059.86,1076.34,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_43,1076.74,1081.06,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_44,0.0,12.02,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_45,12.4,28.8,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_46,28.8,40.9,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_47,43.02,59.02,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_48,60.2,82.1,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_49,82.699,94.6,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_50,97.0,111.04,2,4
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_51,111.04,119.16,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_52,119.16,136.0,2,4
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_53,137.04,145.72,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_54,151.16,172.1,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_55,173.3,211.94,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_56,212.58,230.26,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_57,232.26,261.74,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_58,263.28,296.56,2,5
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_59,298.02,317.1,2,4
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_60,318.24,352.36,1,1
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_61,353.42,376.72,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_62,376.98,400.6,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_63,409.8,483.66,2,3
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_64,484.24,514.34,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_65,515.799,676.32,2,3
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_66,677.66,713.14,0,0
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_67,715.04,816.72,2,3
20220117_Ukraine_Konflikt_Annalena_Baerbock_ist_u3X1kayjCro_68,817.04,828.66,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_69,0.0,20.0,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_70,20.0,21.24,2,5
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_71,21.24,38.55,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_72,38.55,85.39,2,5
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_73,204.47,211.03,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_74,211.03,232.84,2,5
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_75,232.84,242.47,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_76,242.47,290.73,2,5
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_77,290.73,299.713,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_78,299.713,302.15,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_79,302.198,309.377,2,5
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_80,309.547,317.765,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_81,317.856,331.15,2,5
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_82,331.15,337.09,0,0
20220104_Das_Zahlenchaos_muss_so_schnell_HJYEKTUC0TU_83,337.09,338.666,0,0
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_84,0.84,13.63,0,0
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_85,13.63,22.069,0,0
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_86,22.17,41.81,2,5
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_87,41.81,42.9,1,1
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_88,42.91,72.93,2,5
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_89,72.93,88.6,0,0
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_90,88.6,144.615,1,1
20220106_Impfpflicht_wackelt_Man_muss_ständig_GSTg37aDd-E_91,144.615,146.69,0,0
20220114_Omikron_In_vier_Wochen_hatte_PIA-koNrP1M_92,0.0,118.4,0,0
20220107_Wegen_Corona_und_Lockdowns_Dreimal_TNdDp97ha-I_93,0.06,32.627,0,0
20220107_Wegen_Corona_und_Lockdowns_Dreimal_TNdDp97ha-I_94,33.062,65.796,0,0
20220107_Wegen_Corona_und_Lockdowns_Dreimal_TNdDp97ha-I_95,65.799,99.99,1,1
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_96,0.0,16.54,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_97,16.6,17.44,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_98,18.18,22.08,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_99,22.92,41.34,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_100,41.62,78.52,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_101,78.82,146.38,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_102,146.68,161.58,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_103,161.92,206.94,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_104,206.94,242.86,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_105,243.12,267.62,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_106,267.72,281.16,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_107,281.16,322.18,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_108,322.18,337.96,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_109,337.96,345.74,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_110,345.8,346.36,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_111,346.72,370.02,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_112,370.34,373.12,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_113,373.62,421.72,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_114,421.72,435.8,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_115,435.84,442.918,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_116,442.938,443.864,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_117,444.099,476.56,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_118,476.56,494.18,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_119,494.26,552.826,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_120,552.826,573.6,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_121,574.04,578.7,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_122,578.88,579.38,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_123,579.58,595.82,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_124,596.32,600.78,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_125,600.8,623.795,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_126,623.795,626.867,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_127,626.904,628.204,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_128,628.204,633.32,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_129,633.84,653.04,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_130,653.18,677.62,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_131,677.76,688.34,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_132,689.7,690.32,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_133,690.8,697.68,0,0
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_134,697.92,705.22,2,5
20220103_Das_Land_ist_unvorbereitet_in_2JIfwsv28Es_135,705.68,711.98,0,0
20220113_Corona_Geht_s_so_weiter_hn1Z-HBReWg_136,0.02,50.22,0,0
20220113_Corona_Geht_s_so_weiter_hn1Z-HBReWg_137,50.22,55.91,1,1
20220113_Corona_Geht_s_so_weiter_hn1Z-HBReWg_138,55.95,83.19,0,0
20220118_Corona_Irrsinn_in_der_Bundesliga_W8ro_Fux7ic_139,0.0,20.58,0,0
20220118_Corona_Irrsinn_in_der_Bundesliga_W8ro_Fux7ic_140,20.58,67.94,1,1
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_141,0.033,13.009,0,0
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_142,13.12,22.7,0,0
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_143,22.7,26.4,0,0
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_144,26.4,30.33,0,0
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_145,30.413,43.469,0,0
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_146,43.524,63.72,0,0
20220104_Schluss_mit_dem_Corona_Lockdown_1odqvo1zKzI_147,63.74,118.17,1,1
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_148,0.0,16.0,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_149,16.74,62.12,1,1
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_150,62.7,94.94,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_151,96.14,125.92,1,1
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_152,125.98,126.64,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_153,126.9,160.24,1,1
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_154,160.96,170.78,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_155,171.4,172.74,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_156,172.84,194.06,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_157,195.3,227.56,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_158,228.64,236.4,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_159,237.64,279.3,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_160,280.24,293.3,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_161,295.14,317.64,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_162,317.96,332.02,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_163,333.2,388.58,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_164,389.38,422.64,1,1
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_165,424.86,456.56,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_166,456.6,477.64,1,1
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_167,478.5,569.76,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_168,569.76,577.42,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_169,578.46,644.84,2,5
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_170,645.16,690.66,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_171,708.85,725.82,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_172,726.64,727.62,2,3
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_173,727.94,732.2,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_174,733.14,736.48,2,3
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_175,737.079,779.28,2,3
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_176,779.98,786.72,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_177,788.94,839.2,2,3
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_178,840.1,860.08,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_179,861.4,940.22,2,3
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_180,940.78,950.88,0,0
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_181,952.02,1050.82,2,3
20220114_Ungeimpfter_darf_Raum_nicht_betreten_BZDHKarAQcA_182,1051.04,1057.44,0,0
20220118_Corona_Zahlen_in_Deutschland_Diese_pDeXHOhVXz0_183,0.06,135.723,0,0
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_184,61.461,103.95,1,1
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_185,103.95,123.21,2,3
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_186,123.21,127.76,1,1
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_187,127.76,143.51,2,4
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_188,143.51,150.42,1,1
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_189,150.42,180.42,1,1
20220113_New_York_pfeift_auf_die_Mfh22Av5-jI_190,180.42,188.813,1,1
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_191,0.0,4.82,0,0
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_192,4.82,14.0,0,0
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_193,14.0,23.22,0,0
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_194,23.23,39.46,0,0
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_195,39.47,52.44,0,0
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_196,52.49,98.36,1,1
20220117_Genesenen_Status_nur_noch_3_FQAeEtDCKyI_197,98.36,98.86,0,0
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_198,0.06,12.24,0,0
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_199,12.24,26.299,1,1
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_200,26.369,34.248,0,0
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_201,34.84,38.38,1,1
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_202,38.392,51.21,0,0
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_203,51.271,61.39,1,1
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_204,61.485,76.893,0,0
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_205,77.063,88.19,1,1
20220110_Das_RKI_und_die_Corona_1z9ROvAVZZk_206,88.19,136.337,2,2
20220113_Schießen_wir_mit_den_Corona_-cdf-dQVgpU_207,0.0,18.52,0,0
20220113_Schießen_wir_mit_den_Corona_-cdf-dQVgpU_208,18.52,104.93,2,3
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_209,0.0,14.82,0,0
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_210,15.58,29.1,0,0
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_211,29.1,54.7,0,0
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_212,55.48,83.8,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_213,84.46,99.64,0,0
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_214,99.92,122.32,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_215,122.9,131.26,0,0
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_216,133.84,182.2,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_217,182.96,207.46,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_218,208.3,235.28,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_219,235.62,258.94,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_220,259.86,282.16,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_221,282.62,296.5,1,1
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_222,297.08,328.94,2,4
20220118_Corona_Demos_Randale_und_Aggression_ydzy-emLHfY_223,329.48,339.88,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_224,30.642,48.92,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_225,48.92,56.854,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_226,56.854,85.078,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_227,88.593,110.531,2,4
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_228,110.531,137.33,0,0
20220105_Corona_Regeln_Unsere_Freiheit_gerät_0RM8KQi3Muk_229,137.33,214.846,2,4
20220120_Omikron_Welle_Diese_Impfpflicht_ist_pWZDF3rJ744_230,0.06,7.38,0,0
20220120_Omikron_Welle_Diese_Impfpflicht_ist_pWZDF3rJ744_231,7.38,48.99,0,0
20220120_Omikron_Welle_Diese_Impfpflicht_ist_pWZDF3rJ744_232,48.99,66.85,2,5
20220120_Omikron_Welle_Diese_Impfpflicht_ist_pWZDF3rJ744_233,66.85,75.57,0,0
20220120_Omikron_Welle_Diese_Impfpflicht_ist_pWZDF3rJ744_234,75.57,213.5,1,1
